SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
MINDTECK, EQ, 26-Sep-2018,42.8,47,47,40.2,42.75,42.2,42.23,1764,0.74,111,1062,60.2
MINDTREE, EQ, 26-Sep-2018,1086.85,1090.05,1095,1040.55,1078.95,1073.6,1064.75,998236,10628.7,26274,228570,22.9
MIRCELECTR, EQ, 26-Sep-2018,25,25.5,25.55,24.05,24.95,24.9,24.95,178543,44.55,860,128856,72.17
MIRZAINT, EQ, 26-Sep-2018,87.45,88.15,89.9,87.05,88.2,88.4,88.63,105465,93.48,1681,44081,41.8
MITTAL, SM, 26-Sep-2018,22,21.1,22.45,21.1,22.45,22.45,21.38,36000,7.7,5,12000,33.33
MMFL, EQ, 26-Sep-2018,583.35,583,605,583,602,601.85,594.66,8084,48.07,658,4783,59.17
MMP, SM, 26-Sep-2018,210.25,217,218,217,218,218,217.7,2400,5.22,4,2400,100
MMTC, EQ, 26-Sep-2018,29.55,29.9,30.1,28.65,29.1,29.25,29.42,928101,273.08,3331,345206,37.19
MOHITIND, EQ, 26-Sep-2018,9.1,9,9.15,8.65,8.95,8.75,8.8,6539,0.58,83,6113,93.49
MOHOTAIND, EQ, 26-Sep-2018,84.65,84.8,86,80,81.05,81.7,81.79,13496,11.04,119,12682,93.97
MOIL, EQ, 26-Sep-2018,173.95,175.05,178.5,172.65,173.3,173.75,175.54,205130,360.08,4558,101496,49.48
MOKSH, SM, 26-Sep-2018,21.1,23,23.5,23,23.5,23.5,23.25,9000,2.09,3,9000,100
MOLDTECH, EQ, 26-Sep-2018,42.45,43.05,44.8,42.3,42.3,42.3,43.08,5995,2.58,120,5573,92.96
MOLDTKPAC, EQ, 26-Sep-2018,316.15,316.8,326,315.15,318,323.5,320.39,38181,122.33,1077,31458,82.39
MONSANTO, EQ, 26-Sep-2018,2882.4,2900.3,2942.9,2820,2833.15,2838,2858.18,3550,101.47,1067,1644,46.31
MONTECARLO, EQ, 26-Sep-2018,391.45,396.8,430.05,392,425.05,417.8,409.34,8628,35.32,408,5875,68.09
MORARJEE, EQ, 26-Sep-2018,23.6,23.25,24.9,22.4,22.9,22.85,23.55,3577,0.84,81,2078,58.09
MOREPENLAB, EQ, 26-Sep-2018,23.5,23.5,24.4,23.25,24.4,24.3,23.89,488681,116.73,1892,318475,65.17
MOSERBAER, BZ, 26-Sep-2018,1.7,1.65,1.65,1.65,1.65,1.65,1.65,60626,1,32, -, -
MOTHERSUMI, EQ, 26-Sep-2018,263.95,266,267.3,244.15,256.25,257.9,252.83,11803920,29843.86,154561,5014555,42.48
MOTILALOFS, EQ, 26-Sep-2018,723.25,718,731.5,700.15,702.25,706.1,707.47,89417,632.6,4643,57291,64.07
MOTOGENFIN, EQ, 26-Sep-2018,41.05,40,43.9,40,40.65,40.7,40.55,100,0.04,4,100,100
MPHASIS, EQ, 26-Sep-2018,1189.1,1195.1,1198.7,1171.25,1178.25,1180.45,1179.99,423917,5002.17,37106,259721,61.27
MPSLTD, EQ, 26-Sep-2018,548.65,552.3,556.85,532.15,534,535.6,548.01,3527,19.33,260,2684,76.1
MPTODAY, SM, 26-Sep-2018,42.25,43.5,43.5,43.5,43.5,43.5,43.5,2000,0.87,1,2000,100
MRF, EQ, 26-Sep-2018,65780.65,66988,66988,65800,66255,66318.55,66337.61,4318,2864.46,2788,910,21.07
MRO-TEK, EQ, 26-Sep-2018,41.5,41.05,42.25,39.45,39.45,40.2,40.23,4408,1.77,45,3103,70.39
MRPL, EQ, 26-Sep-2018,72.8,73.3,75.75,72.55,75.1,75.1,74.32,1280041,951.34,5583,562776,43.97
MSPL, EQ, 26-Sep-2018,13.35,14.25,14.45,13.15,14.3,13.95,13.76,8807,1.21,37,6939,78.79
MTEDUCARE, EQ, 26-Sep-2018,46.05,46.9,49.4,46,46.25,46.45,46.89,23150,10.85,251,18561,80.18
MTNL, EQ, 26-Sep-2018,14.1,14.6,15.05,14.35,14.55,14.55,14.66,2602653,381.57,5904,662311,25.45
MUKANDENGG, EQ, 26-Sep-2018,24.35,25.35,28.8,24.3,28.1,27.95,26.33,12529,3.3,222,5513,44
MUKANDLTD, EQ, 26-Sep-2018,52.3,53.75,54.5,53,53.3,53.55,53.78,26765,14.4,385,13735,51.32
MUKANDLTD, P1, 26-Sep-2018,7.5,7.5,7.5,7.5,7.5,7.5,7.5,12,0,1,12,100
MUKTAARTS, EQ, 26-Sep-2018,40.2,40,42.05,40,40.5,40.6,41.24,16618,6.85,273,10353,62.3
MUNJALAU, EQ, 26-Sep-2018,58.9,58.95,60.35,58.05,58.05,58.45,59.33,41684,24.73,427,26601,63.82
MUNJALSHOW, EQ, 26-Sep-2018,204.05,210,210,199.95,204.2,204.45,202.91,45728,92.79,725,24796,54.22
MURUDCERA, EQ, 26-Sep-2018,28.15,27.7,29.8,27.7,27.9,27.95,28.33,15353,4.35,188,9655,62.89
MUTHOOTCAP, EQ, 26-Sep-2018,857.8,899,935,835.1,885,884.9,880.79,68911,606.96,3866,30133,43.73
MUTHOOTFIN, EQ, 26-Sep-2018,427.65,430,437.6,415,431.7,432.7,426.4,1234890,5265.6,23819,327493,26.52
MUTHOOTFIN, NB, 26-Sep-2018,1973.94,1975,1975,1975,1975,1975,1975,8,0.16,1,8,100
MVL, EQ, 26-Sep-2018,0.25,0.2,0.3,0.2,0.2,0.2,0.23,125600,0.29,52,120843,96.21
N100, EQ, 26-Sep-2018,638.99,636.8,636.8,636.5,636.8,636.8,636.77,323,2.06,56,323,100
NABARD, N2, 26-Sep-2018,1120.5,1120.5,1120.5,1120.5,1120.5,1120.5,1120.5,590,6.61,2,590,100
NACLIND, EQ, 26-Sep-2018,28.45,29.55,30.75,28.25,29.8,29.55,29.43,12041,3.54,205,9033,75.02
NAGAFERT, EQ, 26-Sep-2018,10.9,10.8,11.2,10.8,10.9,10.95,11,195234,21.47,481,134377,68.83
NAGAROIL, EQ, 26-Sep-2018,1.55,1.7,1.8,1.45,1.6,1.65,1.69,2182933,36.94,1048,1203754,55.14
NAGREEKCAP, EQ, 26-Sep-2018,16.3,17.1,17.1,16.05,16.25,16.55,16.72,10558,1.77,66,3518,33.32
NAGREEKEXP, EQ, 26-Sep-2018,25.75,26.8,27,24.6,26.9,26.4,25.96,6424,1.67,129,4910,76.43
NAHARCAP, EQ, 26-Sep-2018,108.1,109.95,109.95,106.1,106.2,106.5,107.24,581,0.62,29,510,87.78
NAHARINDUS, EQ, 26-Sep-2018,60.7,60.35,62.1,59.8,60.75,60.6,60.44,9070,5.48,73,5032,55.48
NAHARPOLY, EQ, 26-Sep-2018,41.85,41.4,42.5,41.35,42.1,42.1,42.03,1097,0.46,28,825,75.21
NAHARSPING, EQ, 26-Sep-2018,81.85,82.2,83.95,80.3,80.6,81.05,81.56,10927,8.91,372,8621,78.9
NANDANI, SM, 26-Sep-2018,53.2,50.55,50.7,50.55,50.55,50.55,50.61,20000,10.12,5,10000,50
NARMADA, SM, 26-Sep-2018,26.15,27,27,25.55,25.55,25.55,26.28,8000,2.1,2,4000,50
NATCOPHARM, EQ, 26-Sep-2018,749.55,754.25,783,754.25,764.5,768.2,766.04,458261,3510.47,12964,289779,63.23
NATHBIOGEN, EQ, 26-Sep-2018,417.45,428,439.6,413.7,421.1,420.8,425.36,25195,107.17,1198,12472,49.5
NATIONALUM, EQ, 26-Sep-2018,65.85,66.3,68,66.2,66.8,66.75,67,11119128,7450.11,53537,5088891,45.77
NATNLSTEEL, BZ, 26-Sep-2018,8.55,8.5,8.5,8.15,8.15,8.15,8.15,12049,0.98,34, -, -
NAUKRI, EQ, 26-Sep-2018,1519,1528.2,1549.8,1504,1504.15,1523.3,1526.61,42938,655.49,7436,21322,49.66
NAVINFLUOR, EQ, 26-Sep-2018,677.15,689.9,696,680,685,686.6,686.82,20269,139.21,2128,12887,63.58
NAVKARCORP, EQ, 26-Sep-2018,95.65,96.45,96.95,93.35,93.35,93.95,94.3,67465,63.62,1044,55826,82.75
NAVNETEDUL, EQ, 26-Sep-2018,113.65,113.65,115.9,111.5,115.8,115.5,113.58,46293,52.58,1056,27604,59.63
NBCC, EQ, 26-Sep-2018,63.85,64,64.8,63.4,63.95,64.1,64.11,2216198,1420.71,10158,580962,26.21
NBIFIN, EQ, 26-Sep-2018,1233.45,1221,1285,1220,1245,1245,1227.37,81,0.99,11,69,85.19
NBVENTURES, EQ, 26-Sep-2018,123.65,124,130.4,123.75,128.35,128.85,127.48,387262,493.68,5195,191449,49.44
NCC, EQ, 26-Sep-2018,79.7,80.15,81.3,79.55,80.6,80.45,80.36,5106291,4103.2,20181,1056560,20.69
NCLIND, EQ, 26-Sep-2018,133.5,139,139,133,135.7,134.3,134.93,27687,37.36,892,12475,45.06
NDGL, EQ, 26-Sep-2018,830.5,829.65,913,825,861,888.6,875.84,294,2.57,48,203,69.05
NDL, EQ, 26-Sep-2018,74.8,77.45,79.9,75,75.5,75.55,75.82,23651,17.93,705,10753,45.47
NDTV, BE, 26-Sep-2018,33.3,33.35,34.4,33.35,33.95,33.65,33.81,8567,2.9,55, -, -
NECCLTD, EQ, 26-Sep-2018,9,9.15,9.25,8.85,9.2,9.05,9.07,32436,2.94,144,22796,70.28
NECLIFE, EQ, 26-Sep-2018,24,23.85,24.8,23.85,24.15,24.3,24.28,157139,38.15,1015,76217,48.5
NELCAST, EQ, 26-Sep-2018,76.85,78.35,79,76,76.1,76.35,76.87,33959,26.1,390,19890,58.57
NELCO, EQ, 26-Sep-2018,276.75,278.05,285.8,262.95,262.95,263.2,268.77,125638,337.68,1828,68652,54.64
NESCO, EQ, 26-Sep-2018,452.6,451.1,455.9,448,451,449.7,451.42,22669,102.33,1503,15100,66.61
NESTLEIND, EQ, 26-Sep-2018,9697.35,9799.9,9833,9549.5,9796.95,9729.35,9629.04,57887,5573.96,15193,30660,52.97
NETWORK18, EQ, 26-Sep-2018,46.7,46.8,47.05,45.4,45.55,45.75,46.04,564988,260.14,2140,301747,53.41
NEULANDLAB, EQ, 26-Sep-2018,698.95,687.1,728,685,724,721.3,709.51,6122,43.44,643,4224,69
NEWGEN, EQ, 26-Sep-2018,231.6,229.55,234.5,227.2,227.2,228.05,230.54,7256,16.73,829,4381,60.38
NEXTMEDIA, EQ, 26-Sep-2018,18,18.8,18.8,17.2,17.5,17.5,17.61,25765,4.54,60,20461,79.41
NFL, EQ, 26-Sep-2018,39.9,40.25,41.3,40,40.9,40.85,40.49,271598,109.97,1794,127655,47
NH, EQ, 26-Sep-2018,243.1,243,251.25,243,246,246.8,248.53,69513,172.76,2001,43609,62.74
NHAI, N1, 26-Sep-2018,1051.53,1052.97,1053,1051,1052,1052,1052.31,8879,93.43,92,7384,83.16
NHAI, N2, 26-Sep-2018,1117.05,1115.05,1117,1114,1117,1116.99,1115.56,5038,56.2,41,3764,74.71
NHAI, N4, 26-Sep-2018,1121.05,1124,1168.6,1121.11,1168.6,1168.6,1143.49,425,4.86,11,350,82.35
NHAI, N6, 26-Sep-2018,1204.31,1210,1210.01,1195.53,1197.09,1197.09,1199.21,6985,83.76,87,5124,73.36
NHAI, N8, 26-Sep-2018,1081.2,1081.2,1095,1072,1095,1095,1081.7,190,2.06,7,140,73.68
NHAI, N9, 26-Sep-2018,1108,1045.6,1045.6,1045.6,1045.6,1045.6,1045.6,25,0.26,1,25,100
NHAI, NA, 26-Sep-2018,1115,1113,1120,1113,1116.99,1116.63,1117,3089,34.5,33,2402,77.76
NHAI, NE, 26-Sep-2018,1086.1,1086.1,1087.99,1086,1087.99,1087.99,1086.1,404,4.39,5,404,100
NHBTF2014, N5, 26-Sep-2018,6126.01,6072,6072,6072,6072,6072,6072,150,9.11,11,150,100
NHBTF2014, N6, 26-Sep-2018,6538.73,6515.05,6515.05,6515,6515.05,6515.05,6515.01,7,0.46,3,7,100
NHPC, EQ, 26-Sep-2018,23.55,23.5,23.6,23.3,23.5,23.45,23.45,1930273,452.72,2945,866750,44.9
NHPC, N6, 26-Sep-2018,1240,1250,1250,1250,1250,1250,1250,50,0.63,1,50,100
NIACL, EQ, 26-Sep-2018,229.55,229.95,231.65,218.5,220.8,219.5,222.37,101779,226.33,3123,80243,78.84
NIBL, BE, 26-Sep-2018,27.05,26.55,28.35,26.55,27.3,27.3,27.89,1635,0.46,34, -, -
NIFTYBEES, EQ, 26-Sep-2018,1157.61,1170,1170.01,1150.1,1153.25,1156,1156.59,26453,305.95,969,14585,55.14
NIFTYEES, EQ, 26-Sep-2018,12398,13440,13555.9,12220,13555.9,13223.97,13173.24,8,1.05,8,6,75
NIITLTD, EQ, 26-Sep-2018,80.9,81.9,81.9,78.1,78.7,78.65,79.48,510652,405.88,4942,203860,39.92
NIITTECH, EQ, 26-Sep-2018,1213.85,1207.4,1227.1,1133.55,1167,1167.6,1175.45,1214921,14280.8,37215,357066,29.39
NILAINFRA, EQ, 26-Sep-2018,8.55,8.75,8.9,8.5,8.8,8.75,8.67,147631,12.8,309,94451,63.98
NILKAMAL, EQ, 26-Sep-2018,1680.15,1680.1,1710,1651.8,1675,1674.85,1674.99,15374,257.51,1768,3751,24.4
NIPPOBATRY, EQ, 26-Sep-2018,747.9,741.15,759,719.95,758.5,738.3,731.53,1149,8.41,197,554,48.22
NITCO, EQ, 26-Sep-2018,49.85,50.5,51.2,46.55,46.9,46.95,48.37,152961,73.99,1483,99039,64.75
NITESHEST, EQ, 26-Sep-2018,6.25,6.25,6.6,5.75,6.4,6.35,6.25,74783,4.67,193,49463,66.14
NITINFIRE, EQ, 26-Sep-2018,2.7,2.7,2.8,2.6,2.6,2.6,2.64,203631,5.37,176,127688,62.71
NITINSPIN, EQ, 26-Sep-2018,84.8,83.05,84.95,82.8,83.1,84.1,84.14,48419,40.74,656,37064,76.55
NITIRAJ, SM, 26-Sep-2018,50,50,50,49,49,49,49.63,3600,1.79,3,2400,66.67
NKIND, EQ, 26-Sep-2018,46.65,45.15,47.7,45.15,47,46.6,47.14,1677,0.79,24,1317,78.53
NLCINDIA, EQ, 26-Sep-2018,67.3,67.85,68.65,66.8,67,67,67.29,424559,285.7,6141,306036,72.08
NMDC, EQ, 26-Sep-2018,113.3,114.05,117.9,112.5,117.6,117.25,115.72,3656302,4231.13,20724,1045616,28.6
NOCIL, EQ, 26-Sep-2018,163.9,166.1,167,160,161.7,161.9,163.86,642828,1053.35,10383,343660,53.46
NOIDATOLL, EQ, 26-Sep-2018,7.8,7.85,8.15,7.7,7.85,7.85,7.87,23699,1.87,94,14470,61.06
NRAIL, EQ, 26-Sep-2018,492.9,509.95,509.95,482,485.6,489.35,497.05,13655,67.87,686,7500,54.92
NRBBEARING, EQ, 26-Sep-2018,162.1,164.45,164.85,160,162.5,162.8,161.63,30171,48.77,786,19362,64.17
NSIL, EQ, 26-Sep-2018,1232,1245,1270,1237,1245,1243.65,1250.22,375,4.69,36,341,90.93
NTL, BE, 26-Sep-2018,1.75,1.7,1.7,1.7,1.7,1.7,1.7,536,0.01,5, -, -
NTPC, EQ, 26-Sep-2018,170,171.6,171.6,166,168.15,167.8,168.64,2993241,5047.86,31298,1485672,49.63
NTPC, N4, 26-Sep-2018,1151.01,1149,1149,1147,1147,1147.93,1147.93,150,1.72,3,150,100
NTPC, N6, 26-Sep-2018,1282,1285,1285,1282.01,1285,1284.71,1284.82,110,1.41,5,110,100
NTPC, N7, 26-Sep-2018,12.76,12.7,12.84,12.7,12.8,12.79,12.77,222512,28.41,76,220262,98.99
NTPC, NC, 26-Sep-2018,1061,1055.02,1055.02,1055.02,1055.02,1055.02,1055.02,2,0.02,1,2,100
NUCLEUS, EQ, 26-Sep-2018,389.2,392.95,395,385.75,387.2,388.9,389.98,10401,40.56,888,4521,43.47
NUTEK, EQ, 26-Sep-2018,0.6,0.6,0.65,0.6,0.6,0.6,0.6,66667,0.4,55,66563,99.84
OBEROIRLTY, EQ, 26-Sep-2018,406,409,424.8,401.85,416,416.8,415.46,297992,1238.04,25941,143196,48.05
OCCL, EQ, 26-Sep-2018,1001.8,1019.95,1020,980.45,990,995.85,996.16,2137,21.29,267,1525,71.36
OCL, EQ, 26-Sep-2018,1102.5,1103,1121.95,1095,1119.9,1115.95,1108.76,2480,27.5,112,1510,60.89
OFSS, EQ, 26-Sep-2018,4101.95,4124,4140.6,3900.3,3910.15,3960.65,4003.29,54707,2190.08,8230,24202,44.24
OIL, EQ, 26-Sep-2018,219.85,225,225,215.55,219.5,218.4,217.48,870725,1893.64,18069,385182,44.24
OILCOUNTUB, EQ, 26-Sep-2018,15.45,15.45,16.4,15.35,15.8,15.8,15.76,7650,1.21,79,4658,60.89
OISL, BE, 26-Sep-2018,2.15,2.15,2.15,2.05,2.1,2.1,2.11,11532,0.24,22, -, -
OLECTRA, BE, 26-Sep-2018,219.25,217,227.9,209.15,219.8,215.75,219.06,5659,12.4,122, -, -
OMAXAUTO, EQ, 26-Sep-2018,93.9,97.2,98.5,95.1,98.4,97.05,97.21,12485,12.14,214,7096,56.84
OMAXE, EQ, 26-Sep-2018,216.65,217,219.3,216.35,216.7,216.6,217.51,437028,950.56,4381,109312,25.01
OMKARCHEM, EQ, 26-Sep-2018,11.3,11.1,11.65,10.9,11.65,11.4,11.22,37610,4.22,256,18532,49.27
OMMETALS, EQ, 26-Sep-2018,32.45,32.55,33.35,30.65,31.85,31.75,31.91,33655,10.74,369,20139,59.84
ONELIFECAP, EQ, 26-Sep-2018,13,13,13.25,12.8,12.85,12.85,12.97,1976,0.26,26,1783,90.23
ONEPOINT, SM, 26-Sep-2018,60,62,62.05,58.05,58.05,58.05,59.43,12000,7.13,6,6000,50
ONGC, EQ, 26-Sep-2018,182.3,184.8,184.8,178.95,180.1,180.6,180.42,6680285,12052.86,67212,3460151,51.8
ONMOBILE, EQ, 26-Sep-2018,36.75,36.75,37.6,36.7,37.2,37.25,37.14,124312,46.18,1231,93025,74.83
ONWARDTEC, EQ, 26-Sep-2018,69.4,71.65,72.7,70.3,71.4,71,71.19,20710,14.74,254,11849,57.21
OPTIEMUS, BE, 26-Sep-2018,102.8,105,106.9,97.7,100,100.35,100.37,11821,11.87,124, -, -
OPTOCIRCUI, BE, 26-Sep-2018,9.85,10.2,10.2,9.5,9.65,9.7,9.72,241755,23.5,590, -, -
ORBTEXP, EQ, 26-Sep-2018,130.6,132.45,132.45,125.1,126.5,127.2,129.07,28684,37.02,258,24979,87.08
ORCHIDPHAR, BZ, 26-Sep-2018,6.95,7.25,7.25,6.8,7.25,7.25,7.14,55259,3.95,120, -, -
ORICONENT, EQ, 26-Sep-2018,28.25,28.3,33,26.4,31.1,31.35,29.66,293000,86.91,2696,151985,51.87
ORIENTABRA, EQ, 26-Sep-2018,30.2,30.05,31.45,28.85,29.55,29.4,29.46,39891,11.75,256,25810,64.7
ORIENTALTL, EQ, 26-Sep-2018,11.75,11.5,11.5,11.2,11.2,11.2,11.25,15119,1.7,40,14219,94.05
ORIENTBANK, EQ, 26-Sep-2018,66.7,67.3,68.2,65.55,66.75,67.25,67.03,4064617,2724.36,14403,343641,8.45
ORIENTBELL, EQ, 26-Sep-2018,191.85,194,197.55,192.2,195,196,195.27,3718,7.26,274,1621,43.6
ORIENTCEM, EQ, 26-Sep-2018,98.55,100.75,109.9,96.25,100.75,100.45,100.99,2159193,2180.53,5364,1842490,85.33
ORIENTELEC, EQ, 26-Sep-2018,139.35,141.2,145.95,136.2,136.8,137.5,139.66,79389,110.88,1432,41965,52.86
ORIENTHOT, EQ, 26-Sep-2018,38.2,40,40,37.65,38.05,38.25,38.58,35567,13.72,208,16517,46.44
ORIENTLTD, EQ, 26-Sep-2018,250,256.9,256.9,249.35,249.35,249.5,250.45,2672,6.69,112,1948,72.9
ORIENTPPR, EQ, 26-Sep-2018,45,45.5,46.9,44,44.1,44.15,44.7,1057931,472.86,6464,635539,60.07
ORIENTREF, EQ, 26-Sep-2018,242.8,246.6,251.5,237,241,239.75,244.99,92731,227.18,2351,26068,28.11
ORISSAMINE, EQ, 26-Sep-2018,822.5,830.65,857.5,820.65,836,831.8,835.06,4160,34.74,608,1774,42.64
ORTEL, BE, 26-Sep-2018,10.25,10.25,10.25,10.25,10.25,10.25,10.25,6,0,2, -, -
ORTINLABSS, EQ, 26-Sep-2018,18.45,18.75,18.95,17.55,18,17.85,18.29,37410,6.84,203,27782,74.26
OSWALAGRO, EQ, 26-Sep-2018,9.6,10.4,11.5,9.4,9.85,9.7,9.89,10939,1.08,130,5923,54.15
OSWALSEEDS, SM, 26-Sep-2018,26.05,26.1,26.95,24.55,26,26.15,26.17,144000,37.69,29,112000,77.78
PAGEIND, EQ, 26-Sep-2018,32653.75,32670.5,33263.55,32252,32696.9,32811.9,32777.45,20640,6765.27,9151,5918,28.67
PAISALO, EQ, 26-Sep-2018,297.3,299.85,308.75,293.1,308.6,300.1,300.53,680,2.04,34,340,50
PALASHSECU, EQ, 26-Sep-2018,41.25,39.25,48.45,38.55,43,40.65,39.17,5141,2.01,67,2816,54.78
PALREDTEC, EQ, 26-Sep-2018,42.8,44.9,44.9,40,40.35,40.55,40.86,5873,2.4,90,3596,61.23
PANACEABIO, EQ, 26-Sep-2018,190.85,193.7,195.9,183.55,184,185.4,189.39,27178,51.47,1159,13615,50.1
PANACHE, SM, 26-Sep-2018,92.95,89,89,88.35,88.35,88.35,88.57,4800,4.25,3,4800,100
PANAMAPET, EQ, 26-Sep-2018,110,113,116,111.1,112.95,113,113.06,97415,110.14,1309,65076,66.8
PANSARI, SM, 26-Sep-2018,22.8,21.7,21.7,21.7,21.7,21.7,21.7,6000,1.3,1,6000,100
PAPERPROD, EQ, 26-Sep-2018,255.1,252.2,257.9,251.55,253.4,252.7,253.62,6050,15.34,201,4367,72.18
PARABDRUGS, BE, 26-Sep-2018,3.35,3.2,3.5,3.2,3.4,3.4,3.28,5867,0.19,32, -, -
PARACABLES, EQ, 26-Sep-2018,12.15,13.2,13.2,12,12.35,12.15,12.22,39494,4.82,138,33439,84.67
PARAGMILK, EQ, 26-Sep-2018,255.75,257.6,257.65,252.2,253,252.9,254.37,180824,459.96,4568,62917,34.79
PARSVNATH, EQ, 26-Sep-2018,9.5,9.95,9.95,9.1,9.15,9.15,9.34,91712,8.57,383,67247,73.32
PATELENG, EQ, 26-Sep-2018,38.45,38.6,39.1,37.05,37.05,37.35,37.7,236938,89.33,1538,163712,69.09
PATINTLOG, EQ, 26-Sep-2018,42.35,43.2,43.2,39.1,39.75,39.85,40.04,55524,22.23,690,33150,59.7
PATSPINLTD, EQ, 26-Sep-2018,11.1,10.8,11.2,10.1,11.05,11.1,10.67,3290,0.35,40,2093,63.62
PBAINFRA, BE, 26-Sep-2018,7,6.7,7,6.65,6.7,6.7,6.7,1114,0.07,5, -, -
PCJEWELLER, EQ, 26-Sep-2018,69.85,70,71.95,69,69.5,69.75,70,6458910,4521.09,33215,872963,13.52
PDMJEPAPER, EQ, 26-Sep-2018,23.65,23.8,24.45,23.8,24.1,23.95,24.07,15821,3.81,273,10374,65.57
PDPL, EQ, 26-Sep-2018,9.15,9.4,10,9.2,10,9.9,9.52,1126,0.11,21,615,54.62
PDSMFL, EQ, 26-Sep-2018,250.4,251,251,250,250,250,250.55,451,1.13,24,451,100
PEARLPOLY, BE, 26-Sep-2018,13.55,13.1,14.2,12.9,13.85,13.2,13.17,4472,0.59,31, -, -
PEL, EQ, 26-Sep-2018,2518.75,2541.05,2583.3,2509.2,2526,2534.85,2535.75,473234,12000.03,31342,158744,33.54
PENIND, EQ, 26-Sep-2018,42.2,42.55,42.55,40.7,40.85,40.85,41.39,308929,127.86,778,262245,84.89
PENINLAND, EQ, 26-Sep-2018,12.9,13,13.5,12.85,13.1,13.2,13.15,456236,60.01,1525,225989,49.53
PENPEBS, EQ, 26-Sep-2018,58.3,57.9,57.95,55.95,56,56.15,56.5,13181,7.45,125,11512,87.34
PERSISTENT, EQ, 26-Sep-2018,809.5,811.35,828.65,782.6,799.5,792.8,799.16,183466,1466.18,19642,105626,57.57
PETRONENGG, BE, 26-Sep-2018,37.8,39.65,39.65,36.6,36.6,37.3,38.1,2459,0.94,35, -, -
PETRONET, EQ, 26-Sep-2018,223.5,225.95,226.2,217.5,224.05,224.95,222.74,2481932,5528.31,38417,1194657,48.13
PFC, EQ, 26-Sep-2018,80.85,81.8,83.2,80.6,82.75,82.8,81.74,8598650,7028.73,26534,2607515,30.32
PFC, N3, 26-Sep-2018,1180,1180.1,1180.1,1180,1180,1180,1180.02,108,1.27,5,108,100
PFC, N4, 26-Sep-2018,1131,1223.2,1223.2,1223.2,1223.2,1223.2,1223.2,50,0.61,2,25,50
PFC, N8, 26-Sep-2018,1270,1289,1289,1269.55,1272,1271.94,1275.27,2605,33.22,47,2219,85.18
PFIZER, EQ, 26-Sep-2018,2983.65,3011.05,3049.9,2910,2922,2944.25,2976.57,20689,615.82,4896,10444,50.48
PFOCUS, EQ, 26-Sep-2018,69.75,72.5,73.7,69.8,72.5,72.65,72.41,21796,15.78,780,13764,63.15
PFS, EQ, 26-Sep-2018,15,15.3,15.35,15.1,15.1,15.2,15.18,502800,76.34,1770,255842,50.88
PGEL, EQ, 26-Sep-2018,141.45,149.4,149.4,139.1,139.1,140.05,142,303618,431.12,704,76664,25.25
PGHH, EQ, 26-Sep-2018,9673.75,9675.1,9738.4,9500,9500,9524.75,9577.51,8096,775.4,1005,6939,85.71
PGIL, EQ, 26-Sep-2018,150,148.05,152.25,146.6,150,148.85,147.95,7756,11.47,97,5766,74.34
PHILIPCARB, EQ, 26-Sep-2018,213.75,214.5,220.8,213,219.15,219.15,217.48,524458,1140.57,9524,232612,44.35
PHOENIXLTD, EQ, 26-Sep-2018,586.7,580.35,590,566.15,569.05,569.7,570.81,33348,190.35,1603,25291,75.84
PIDILITIND, EQ, 26-Sep-2018,1100.2,1102.1,1116,1068.95,1075,1076.1,1086.11,466939,5071.47,19327,105087,22.51
PIIND, EQ, 26-Sep-2018,749.7,751.1,758.55,750,750,751.05,751.46,38819,291.71,1909,25672,66.13
PILANIINVS, BE, 26-Sep-2018,2336.65,2340,2440,2261,2388,2375.2,2347.84,812,19.06,60, -, -
PILITA, EQ, 26-Sep-2018,7.45,7.6,7.7,7.1,7.3,7.55,7.45,31780,2.37,66,9276,29.19
PIONDIST, EQ, 26-Sep-2018,169.85,172.6,174,169.2,171.6,170.95,171.46,5501,9.43,265,2727,49.57
PIONEEREMB, EQ, 26-Sep-2018,33.85,33.65,34.9,32.95,33.35,33.3,34.14,6038,2.06,97,2521,41.75
PIRPHYTO, BE, 26-Sep-2018,35.4,33.7,36.35,33.65,36.35,36.35,34.03,3846,1.31,35, -, -
PITTIENG, EQ, 26-Sep-2018,71.25,70.3,74,70,71.25,70.8,70.67,10125,7.16,137,5907,58.34
PKTEA, BE, 26-Sep-2018,197.1,206.9,206.9,187.25,199.8,199.05,192.46,1404,2.7,57, -, -
PLASTIBLEN, EQ, 26-Sep-2018,228.1,227,232.45,222.2,226,226.05,226.78,6043,13.7,109,4825,79.84
PNB, EQ, 26-Sep-2018,66.95,68.15,69.2,66.25,66.9,67.05,67.52,43152887,29136.69,97525,6678426,15.48
PNBGILTS, EQ, 26-Sep-2018,26.8,26.95,27.45,26.3,27.2,27.15,26.9,112841,30.35,1165,53727,47.61
PNBHOUSING, EQ, 26-Sep-2018,1055.9,1070.05,1082.8,987,992.5,995.65,1030.49,679338,7000.49,24764,459253,67.6
PNC, EQ, 26-Sep-2018,13.85,13,15,13,14.25,14.1,14.31,1772,0.25,31,1195,67.44
